track,artist,popularity,lyrics
Sama Sama Tahu,Hivi!,54,"Sama sama, sama sama tahu
Ada ada, ada ada saja
Kata orang, yang baik belum tentu terbaik
Berulang kali ku coba pergi namun aku berbalik
Mungkin berarti ini pertanda
Kau juara di hati
Kita sama sama tahu
Bahwa kita sama sama ragu
Tapi ada ada saja yang membuatku yakin lagi padamu
Kita sama sama mau
Kau dan aku mencari jalan tuk bersatu lagi
Memulai yang baru dengan masa lalu
Kadang ku sendiri, kadang ku mencari
Namun selalu padamu ku kembali
Mungkin berarti ini pertanda
Kau juara di hati
Kita sama sama tahu
Bahwa kita sama sama ragu
Tapi ada ada saja yang membuatku yakin lagi padamu
Kita sama sama mau
Kau dan aku mencari jalan tuk bersatu lagi
Memulai yang baru dengan masa lalu
Kadang masa depan ada di belakang
Memanggil namamu kencang
(2x)
Kita sama sama tahu
Bahwa kita sama sama ragu
Tapi ada ada saja yang membuatku yakin lagi padamu
Kita sama sama mau
Kau dan aku mencari jalan tuk bersatu lagi
Memulai yang baru dengan masa lalu
(2x)
Dengan masa lalu(2x)"
Cerita Tahun Lalu,Tipe-X,53,"dari dulu aku curiga
sepertinya kamu mendua
tapi kau pintar sembunyikan
semua semua semua semua
hingga akhirnya kau terjepit
tentukan pilihan yang sulit
dan sialnya kau pilih dia
dia dia dia dia
gak ada cinta takkan mati
patah tumbuh hilang berganti
meski di khianati
ku masih tegak berdiri
cintamu pergi ku tak perduli
hari ku tak akan pernah sepi
karna cinta sejati
kan datang senangkan hati
dari dulu aku curiga
sepertinya kamu mendua
tapi kau pintar sembunyikan
semua semua semua semua
hingga akhirnya kau terjepit
tentukan pilihan yang sulit
dan sialnya kau pilih dia
dia dia dia dia
gak ada cinta takkan mati
patah tumbuh hilang berganti
meski di khianati
ku masih tegak berdiri
cintamu pergi ku tak perduli
hari ku tak akan pernah sepi
karna cinta sejati
kan datang senangkan hati
gak ada cinta takkan mati
patah tumbuh hilang berganti
meski di khianati
ku masih tegak berdiri
cintamu pergi ku tak perduli
hari ku tak akan pernah sepi
karna cinta sejati
kan datang senangkan hati
gak ada cinta takkan mati
patah tumbuh hilang berganti
meski di khianati
ku masih tegak berdiri
cintamu pergi ku tak perduli
hari ku tak akan pernah sepi
karna cinta sejati
kan datang senangkan hati"
Ditinggal Rabi,NDX A.K.A.,52,"atiku rasane loro
nyawang kowe rabi ro wong liyo
nangis getih eluhku remuk ajur rosoku
kowe tego ninggal aku
opo iki wes dalane
kudu pisah kelangan tresnane
kudu kuat atiku kudu kuat batinku
senajan nyekso tresnoku
dek opo kowe lali karo sumpah janjimu
biyen bakal ngancani urip tekan matiku
pancene kowe tego medot tali asmoro
rabi karo wong liyo mblenjani tresnoku nelongso
atiku rasane loro
nyawang kowe rabi ro wong liyo
nangis getih eluhku remuk ajur rosoku
kowe tego ninggal aku
opo iki wes dalane
kudu pisah kelangan tresnane
kudu kuat atiku, kudu kuat batinku
senajan nyekso tresnoku
dek opo kowe lali karo sumpah janjimu
biyen bakal ngancani urip tekan matiku
pancene kowe tego medot tali asmoro
rabi karo wong liyo mblenjani tresnoku nelongso
mbiyen tak tandur pari tukule suket teki
wes kadung tak pacari malah ditinggal rabi
kowe tego ngarani mblenjani janji suci
neng Solo kembange ilang wong tresno wani kelangan
dek opo kowe lali karo sumpah janjimu
biyen bakal ngancani urip tekan matiku
pancene kowe tego medot tali asmoro
rabi karo wong liyo mblenjani tresnoku nelongso
dek opo kowe lali karo sumpah janjimu
biyen bakal ngancani urip tekan matiku
pancene kowe tego medot tali asmoro
rabi karo wong liyo mblenjani tresnoku nelongso"
Dunia Untukmu,Last Child,52,"jerit hati yang telah lama menunggu
damai yang akan tiba melerai perang
yang menguras air mata
embun pagi tak sejernih dahulu
sebelum hasrat hitam mereka
pucatkan hijau bumiku
yang menunggu kesadaran kita
tuk merubahnya bersama
mari kita ciptakan dunia yang lebih indah
dunia yang damai selalu untuk masa depanmu
mari kita ciptakan bumi yang lebih cerah
bumi yang hijau selalu untuk masa depanmu
isi bumi tak setentram dahulu
sebelum cara pikir mereka
membuat kita saling membunuh
sinar mentari tak seramah dahulu
sebelum ulah kita membuatnya
membakar sejuk bumiku
yang selalu berharap kita
dapat merubahnya bersama
mari kita ciptakan dunia yang lebih indah
dunia yang damai selalu untuk masa depanmu
mari kita ciptakan bumi yang lebih cerah
bumi yang hijau selalu untuk masa depanmu
mari kita ciptakan dunia yang lebih indah
dunia yang damai selalu untuk masa depanmu
mari kita ciptakan bumi yang lebih cerah
bumi yang hijau selalu untuk masa depanmu
mari kita ciptakan dunia yang lebih indah
dunia yang damai selalu untuk masa depanmu
mari kita ciptakan bumi yang lebih cerah
bumi yang hijau selalu untuk masa depanmu"
Cukup Tau,Rizky Febian,52,"Sungguh percuma saja
Ku mencintainya tapi tak dicintai
Gerak tubuhnya seolah berkata
Tak cinta padaku dan tak suka padaku
Aku pun mulai berpikir
Ku sakit hati dan mulai ku merasa
Cukup tau tanam dalam diri
Tak usah ku dekatimu lagi
Ku tak mau lagi tak mau lagi
Bersamamu kasih
Cukup tau tanam dalam diri
Tak usah ku ganggu kamu lagi
Ku tak mau lagi tak mau lagi sayang
Gerak tubuhnya seolah berkata
Tak cinta padaku dan tak suka padaku
Aku pun mulai berpikir
Ku sakit hati dan mulai ku merasa
Cukup tau tanam dalam diri
Tak usah ku dekatimu lagi
Ku tak mau lagi tak mau lagi
Bersamamu kasih
Cukup tau tanam dalam diri
Tak usah ku ganggu kamu lagi
Ku tak mau lagi tak mau lagi sayang
Cukup tau tanam dalam diri
Tak usah ku dekatimu lagi
Ku tak mau lagi tak mau lagi
Bersamamu kasih
Cukup tau tanam dalam diri
Tak usah ku ganggu kamu lagi
Ku tak mau lagi tak mau lagi sayang
Cukup tau tanam dalam diri
Tak usah ku dekatimu lagi
Ku tak mau lagi tak mau lagi
Bersamamu kasih
Cukup tau tanam dalam diri
Tak usah ku ganggu kamu lagi
Ku tak mau lagi tak mau lagi sayang
Sudah tahu Yang Ini Belum?
Foto: Tutde Mantan Nikita Willy Bertunangan Dengan Gadis Bali
Makin Cantik & Glamor Usai Menikah, Momo Geisha Banjir Pujian
FOTO Tampil Lagi di TV Malaysia, Laudya Cynthia Bella Cantik Pakai Baju Ini
8 Tato Lidah Yang Unik Tapi Bikin Super Ngilu Saat Melihatnya
Seru-Seruan Nostalgia Telenovela, Yuk Ikutan Kuisnya & Dapatkan Hadiahnya!"
Kejar Mimpi,Maudy Ayunda,51,"Andaikan aku bisa
Melayang jauh
Berteman langit lepas
Terkadang kita lupa
Dunia ini tak akan selamanya
Menunggu kita
Menaklukan ragu, beranikan diri
Kan kukejar mimpi
Dan kuterbang tinggi
Tak ada kata tidak ku pasti bisa
Kan kucoba lagi
Ditemani pagi
Tak ada yang tak mungkin
Ku pasti bisa
Huuu uuh uuh, huu hu bisa
Huuu uuh uuh, huu hu bisa
Huuu uuh uuh, huu hu bisa
Terkadang kita lupa
Dunia ini tak akan selamanya
Menunggu kita
Menaklukan ragu, beranikan diri
Kan kukejar mimpi
Dan kuterbang tinggi
Tak ada kata tidak ku pasti bisa
Kan kucoba lagi
Ditemani pagi
Tak ada yang tak mungkin
Ku pasti bisa
Huuu uuh uuh, huu hu bisa
Huuu uuh uuh, huu hu bisa
Huuu uuh uuh, huu hu bisa
Kan kukejar mimpi
Dan kuterbang tinggi
Tak ada kata tidak ku pasti bisa
Kan kucoba lagi
Ditemani pagi
Tak ada yang tak mungkin ku pasti bisa
Tak ada yang tak mungkin ku pasti bisa
Tak ada yang tak mungkin ku pasti bias
Huuu uuh uuh, huu hu bisa
Huuu uuh uuh, huu hu bisa
Huuu uuh uuh, huu hu bisa
Ku pasti bisa"
Jadi Aku Sebentar Saja,Judika,52,"Telah lama kau tinggalkan ku
Sempat sia-siakan aku
Pergi jauh titipkan perih
Tak sedikitpun perduli
Seandainya kamu merasakan
Jadi aku sebentar saja
Takkan sanggup hatimu terima
Sakit ini begitu parah
Pergi jauh titipkan perih
Tak sedikitpun perduli
Seandainya kamu merasakan
Jadi aku sebentar saja
Takkan sanggup hatimu terima
Sakit ini begitu parah
Seandainya kamu merasakan
Jadi aku sebentar saja
Takkan sanggup hatimu terima
Sakit ini begitu parah
Seandainya kamu merasakan
Jadi aku sebentar saja
Takkan sanggup hatimu terima
Sakit ini begitu parah
Seandainya kamu merasakan
Jadi aku sebentar saja
Takkan sanggup hatimu terima
Sakit ini begitu parah
Begitu parah"
Gadis Sampul,Hivi!,50,"apakah mungkin aku ini sudah gila
belum bertemu tapi sudah jatuh cinta
saat tak sengaja melihatmu di sampul majalah
yang tak pernah terpikirkan untuk ku baca
tapi itulah cara cinta bekerja
tanpa permisi dia datang tiba-tiba
lalu ku putuskan tuk mencari tahu
siapa dirimu dan masih mungkinkah aku
tuk coba memiliki hatimu, hatimu oh
ku ingin gadis di sampul majalah itu
juga jadi gadis yang kan temani hari-hariku
dan ku ingin cintanya menjadi sampul di hatiku
yang terdepan oh selalu menjadi nomer satu
oh tapi siapakah diriku ini
yang kata orang tak rupawan begini
tak bisa asik bergaya dengan segala macam cara
yang ada di anak muda masa kini
tapi apa salahnya punya khayalan
harapan atau sekedar angan-angan
lalu ku putuskan tuk mencari tahu
siapa dirimu dan masih mungkinkah aku
tuk coba memiliki hatimu, hatimu oh
ku ingin gadis di sampul majalah itu
juga jadi gadis yang kan temani hari-hariku
dan ku ingin cintanya menjadi sampul di hatiku
yang terdepan oh selalu menjadi nomer satu
ku ingin gadis di sampul majalah itu
juga jadi gadis yang kan temani hariku
ku ingin cintanya jadi sampul hatiku
yang terdepan dan selalu jadi nomer satu
ku ingin gadis di sampul majalah itu
juga jadi gadis yang kan temani hariku
ku ingin cintanya jadi sampul hatiku
yang terdepan dan selalu jadi nomer satu, jadi nomer satu
ku ingin gadis di sampul majalah itu
juga jadi gadis yang kan temani hari-hariku
dan ku ingin cintanya menjadi sampul di hatiku
yang terdepan oh selalu menjadi nomer satu
ku ingin gadis di sampul majalah itu
juga jadi gadis yang kan temani hari-hariku
dan ku ingin cintanya menjadi sampul di hatiku
yang terdepan oh selalu (selalu) menjadi nomer satu"
Merindukanmu,Dash Uciha,50,"kau lihat aku di sini menunggumu
menanti akan kehadiran dirimu
berkali-kali ku menunggu kamu
berharap kau dan aku cepat bertemu
jujur aku tak sanggup bila kau jauh
terasa berat dan hampir ingin mengeluh
rasa ini sungguh membuatku jatuh cinta padamu
kau ciptakan lagu indah
kau senyum semanis buah
satu tapi pasti dan sangat berarti
kau takkan terganti
senyum dirimu membuatku terlalu bersemangat
jalani hari-hariku dengan hidup
kau tahu hidup tanpamu itu berat
denganmu aku kuat
dengan begitu ku berhenti untuk terus mencari
karena ku telah temukan pawang hati
mengisi kesempurnaan hidup ini
jangan kau pergi lagi
walau terkadang kau tak mengerti, betapa besar rasa ini
peluk aku, katakan kau milikku oh sayang
dengarkan lagu ini
kau melodi yang menari-nari, menembus khayalku
andaikan kau bisa rasakan
ku menahan rindu yang menjadi-jadi, pesona keajaiban
senyum dirimu membuatku terlalu bersemangat
jalani hari-hariku dengan hidup
kau tahu hidup tanpamu itu berat
denganmu aku kuat
dengan begitu ku berhenti untuk terus mencari
karena ku telah temukan pawang hati
mengisi kesempurnaan hidup ini
jangan kau pergi lagi
ku merindukanmu
ku merindukanmu
percaya rindu ini milikmu
hanya milikmu, coba untuk percaya
ku merindukanmu
ku merindukanmu
ku merindukanmu ku merindu, ku merindukanmu"
"Ya, Kamu",Nosstress,49,"Lagu romantis berjudul 'Ya, Kamu' milik musisi asal Bali yaitu 'Nosstress' menceritakan tentang susahnya menulis lagu tentang pujaan hati, yang perasaan cintanya tidak dapat dirangkai dengan kata-kata. Simak liriknya!
Telah ku coba dan sungguh rumit kepala ini
Tak mudah sederhana
Entah berapa yang telah aku tulis
Namun rasa tiada yang berarti
Ternyata betapa susahnya
Menyusun lagu cinta untukmu
Ku pikir akan bakal mudahnya
Seperti kata lagu temanku
Ya apa susahnya uuu uuu
Ku coba lagi dan kali ini
Ku buka hati dan juga pikiranku
Namun ternyata berkata cinta
Susah bagiku walau hanya padamu saja
Ternyata betapa beratnya
Menyusun lagu cinta untukmu
Ku rasa tidak kalah beratnya
Seperti kala ku yang dahulu bertemu ayahmu
Namun satu yang ku paham
Dan ku harap kau pun juga
Cintaku walau tak terucap
Hanya padamu, ya hanya untukmu
Ya cuma kamu, cuma kita yang tahu"
Puan Bermain Hujan,Payung Teduh,49,"Menjelma bayang-bayang dalam hening
Dalam kerinduan
Kudapati puan menangisi hujan
Meratapi hujan
Bukan bersedih tapi kerinduan yang manis
Sedari tadi kuingin memeluk
Kuingin mendekap erat
Puan asyik dengan hujan
Puan sedang mengenang-ngenang
Puan sedih juga riang di setiap hujan datang
Di setiap hujan datang
Puan selalu seru bermain dengan hujan
Hei hujan lagi puan"
Goyang Nasi Padang,Duo Anggrek,49,"Jangan bersedih janganlah merana
Hanya gara gara diputuskan cinta
Bila memang tak ada jodohnya
Lalu mau bilang apa
Mari menari ikuti irama
Kita bergembira berjoget bersama
Hilangkan semua duka lara
Buanglah rasa kecewa
Ini lagu baru diciptakan
Diciptakan hanya satu malam
Karena penciptanya orang padang
Lagu ini judulnya goyang nasi padang
Goyang nasi padang pake sambal randang
Sama orang minang yang ikut bergoyang
Semua masalah jadi hilang
Pikiranku jadi tenang
Goyang nasi padang pake sambal randang
Sama orang minang yang ikut bergoyang
Dijamin pasti tak mau pulang
Karena ketagihan maunya terus digoyang
Digoyang
Mari menari ikuti irama
Kita bergembira berjoget bersama
Hilangkan semua duka lara
Buanglah rasa kecewa
Ini lagu baru diciptakan
Diciptakan hanya satu malam
Karena penciptanya orang padang
Lagu ini judulnya goyang nasi padang"
Sakitnya Tuh Disini,Cita Citata,50,"Sakitnya tuh di sini
Di dalam hatiku
Sakitnya tuh di sini
Melihat kau selingkuh
Sakitnya tuh di sini
Pas kena hatiku
Sakitnya tuh di sini
Kau menduakan aku
Teganya hatimu
Permainkan cintaku
Sadisnya caramu
Mengkhianati aku
Sakitnya hatiku
Hancurnya jiwaku
Di depan mataku
Kau sedang bercumbu
Sakitnya tuh di sini
Di dalam hatiku
Sakitnya tuh di sini
Melihat kau selingkuh
Sakitnya tuh di sini
Pas kena hatiku
Sakitnya tuh di sini
Kau menduakan aku
Sakit... Sakit...
Sakitnya tuh di sini
Sakit... Sakit...
Sakitnya tuh di sini
Teganya hatimu
Permainkan cintaku
Sadisnya caramu
Mengkhianati aku
Sakitnya hatiku
Hancurnya jiwaku
Di depan mataku
Kau sedang bercumbu
Sakitnya tuh di sini
Di dalam hatiku
Sakitnya tuh di sini
Melihat kau selingkuh
Sakitnya tuh di sini
Pas kena hatiku
Sakitnya tuh di sini
Kau menduakan aku
Sakitnya tuh di sini
Di dalam hatiku
Sakitnya tuh di sini
Melihat kau selingkuh
Sakitnya tuh di sini
Pas kena hatiku
Sakitnya tuh di sini
Kau menduakan aku
Sakit... Sakit...
Sakitnya tuh di sini
Sakit... Sakit...
Sakitnya tuh di sini"
Cinta Dalam Hidupku,Rossa,48,"Dalam mimpiku aku bermimpi
Tentang kekasih itu dirimu
Tambatan hati yang telah pergi
Hanya dirimu tak ada lagi
Hanya wajahmu yang terukir didalam hatiku
Abadi dan takkan pernah terganti
Hanya kaulah cinta dalam hidupku
Meskipun langit tlah memisahkan cinta kita
Aku kan selalu untukmu
Cintamu akan selalu bersemi di hidupku
Malam-malamku tanpa dirimu
Terbuai sepi dihias rindu
Resah didada ingin berjumpa
Ku tak berdaya terbang kesana
Hanya wajahmu yang terukir didalam hatiku
Abadi dan takkan pernah terganti
Hanya kaulah cinta dalam hidupku
Meskipun langit tlah memisahkan cinta kita
Aku kan selalu untukmu
Cintamu akan selalu bersemi di hidupku
Hanya wajahmu yang terukir didalam hatiku
Abadi dan takkan pernah terganti
Hanya kaulah cinta dalam hidupku
Meskipun langit
Telah memisahkan cinta kita
Aku kan selalu untukmu
Cintamu akan selalu bersemi di hidupku"
Cinta Kurang Gizi,Via Vallen,47,"Sering kali aku demam tinggi
Tak stabil suka naik turun tensi
Dokter bidan tak sanggup obati
Masalahnya cintaku yang kurang gizi
Belakangan ku tambah meriang
Panas dingin merindukan kasih sayang
Ku menggigil karena menahan
kangen rindu kekasih tak pulang pulang
Begini resiko orang bercinta
Jauh kekasih pastinya teriksa
Cuma lewat gambar lewat suara
Cara mengikis rindu yang melanda
Begini resiko orang setia
Tak mau iseng dan membagi cinta
Badan kurus kering tidak mengapa
Demi si dia pun di bela bela
Cintaku boleh kurang gizi
Setiaku sehat bebas bakteri
Belakangan kutambah meriang
Panas dingin merindukan kasih sayang
Ku menggigil karena menahan
Kangen rindu kekasih tak pulang pulang
Begini resiko orang bercinta
Jauh kekasih pastinya teriksa
Cuma lewat gambar lewat suara
Cara mengikis rindu yang melanda
Begini resiko orang setia
Tak mau iseng membagi cinta
Badan kurus kering tak mengapa
Demi si dia pun dibela bela
Cintaku boleh kurang gizi
Setiaku sehat bebas bakteri"
Kasmaran,Jaz,48,"Aku disini padamu
Sekali lagi padamu
Kubawakan rindu yang kau pesan utuh
Aku disini untukmu
Sekali lagi untukmu
Percayalah tak perlu lagi kau gundah
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Hidup adalah tentangmu
Selalu saja tentangmu
Sepertinya kau adalah candu bagiku
Kau buat aku tak mampu
Selalu saja tak mampu
Menahan perasaanku atas dirimu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Kasmaranku kepadamu"
Terlalu Pahit,Slank,47,"Kupetik gitar tuk melupakan
Cerita lama tak juga silam
Ku tau cinta tak harus menguasai
Ku tau cinta tak harus memiliki
Tapi terlalu pahit untuk dikenang
Kisah itu slalu tetap terbayang
Terlalu pahit untuk dikenang
Trauma yang dulu tak mau menghilang
Kau kini bukan milikku lagi
Tapi rasa ini tak juga pergi
Ku tau cinta tak harus menguasai
Ku tau cinta tak harus memiliki
Tapi terlalu pahit untuk dikenang
Kisah itu slalu tetap terbayang
Terlalu pahit untuk dikenang
Trauma yang dulu tak mau menghilang
Walaupun perih ku coba mengerti
Melihat kamu bersama dia"
Bidadari Tak Bersayap,Anji,47,"Bidadari tak bersayap datang padaku
Dikirim Tuhan dalam wujud wajah kamu
Dikirim Tuhan dalam wujud diri kamu
Sungguh tenang ku rasa saat bersamamu
Sederhana namun indah kau mencintaiku
Sederhana namun indah kau mencintaiku
Sampai habis umurku, sampai habis usia
Maukah dirimu jadi teman hidupku
Kaulah satu di hati, kau yang teristimewa
Maukah dirimu hidup denganku
Diam-diam aku memandangi wajahnya
Tuhan ku sayang sekali wanita ini
Tuhan ku sayang sekali wanita ini
Sampai habis nyawaku, sampai habis usia
Maukah dirimu jadi teman hidupku
Kaulah satu di hati, kau yang teristimewa
Maukah dirimu hidup denganku
Katakan yes, I do, jadi teman hidupku
Dududududu dududududu dududu
Sampai habis nyawaku, sampai habis usia
Maukah dirimu jadi teman hidupku
Kaulah satu di hati, kau yang teristimewa
Maukah dirimu hidup denganku
Katakan yes, I do
Jadi teman hidupku
Katakan yes, I do
Hiduplah denganku
Jadi teman hidupku
Sudah tahu Yang Ini Belum?
Foto Pertama Song Joong Ki dan Song Hye Kyo Dalam Gaun Pernikahan
Song Hye Kyo & Keluarga Song Joong Ki Tiba di Venue Pernikahan
FOTO: Inikah Hanbok Pernikahan Cantik Yang Akan Dikenakan Song Hye Kyo?
FOTO: Penjagaan Super Ketat di Venue Pernikahan Song Song Couple
[UPDATE] Detail Pernikahan Song Song Couple"
Bintang Kehidupan,Setia Band,48,"Jenuh aku mendengar manisnya kata cinta
Lebih baik sendiri
Bukannya sekali seraing ku mencoba
Namun ku gagal lagi
Mungkin nasib ini suratan tanganku
Harus tabah menjalani
Jauh sudah langkahku menyusuri hidupku
Yang penuh tanda tanya
Kadang hati bimbang menentukan sikapku
Tiada tempat mengadu
Hanya iman didada yang membuatku mampu
Selalu tabah menjalani
Malam-malam aku sendiri
Tanpa cintamu lagi
Hanya satu keyakinanku bintangkan bersinar
Menerpa hidupku bahagiakan datang"
Di Persimpangan Dilema,Terry,47,"masa berlalu tanpa ku menyadari
percintaan yang kita bina hampir selesai
apa salahku kau buatku begini
dalam dilema di antara jalan derita
tidak pernah ku duga ini semua terjadi hoo ooo
janganlah engkau mengacuhkan segala
setelah lama kita mengarungi bersama
usah biarkan cinta kita yang suci
dilambung ombak karam di lautan berduri
hanya satu pintaku semoga kau perbaiki ooh ooo semua ini
telah banyak yang ku beri sejak dulu lagi
pengorbanan tiada pernah jemu
hanyalah Tuhan saja bisa menentukan semua
kesabaran daku menantimu ooh
ku tetap memaafkan dan berdoa kau kembali
sebelum diri melangkah pergi
telah banyak yang ku beri sejak dulu lagi
pengorbanan tiada pernah jemu ooh
hanyalah Tuhan saja bisa menentukan semua
kesabaran daku menantimu ooh
ku tetap memaafkan dan berdoa kau kembali
sebelum diri melangkah pergi
hanyalah Tuhan saja bisa menentukan semua
kesabaran daku menantimu ooh
ku tetap memaafkan dan berdoa kau kembali
sebelum diri melangkah pergi hoo ooo sebelum diri melangkah pergi"
Kau Tercipta Bukan Untukku,Nella Kharisma,47,"Kan kubawa wajahmu
kan kubawa namamu
ku ingin tidur dan bermimpi malam ini
disini di kamar ini sendiri melintas sepi
kusut masam rambut dan gaun malam kutak perduli
disana kau berdua disini aku yang sendiri
disana kau tersenyum disni aku yang menangis
Ref.
jangankan untuk bertemu memandang saja tak boleh
apalagi menyanyi bersama bagai hari lalu
jangankan mengirim surat menitip salampun
sudah tak boleh
ternyata memang kau tercipta bukan untukku hoo
ku kan simpan wajahmu kan kuukir namamu
kan kubuktikan kesetiaanku padamu
biarlah disini sendiri merajut hari hari
bukankah esok atau lusa mati pun aku sendiri"
Sayang,Via Vallen,47,"Sayang
Opo kowe krungu jerit e ati ku
Mengharap engkau kembali
Sayang
Nganti memutih rambut ku
Rabakal luntur treno ku
Wes tak cobo ngelalekne jenengmu soko ati ku
Sak tenan e ra ngapusi isih terno sliramu
Duko pujane ati nanging koe ora ngerti
Kowe wes tak wanti wanti
Malah jebul sak iki koe mblenjani  janji
Jare sehidup semati nanging opo bukti
Kowe medot tresno ku demi  wedoan liyo
Yowes ra popo insyaallah aku isoh, lilo
Meh sambat kaleh sinten nyen sampun mekaten
Merana urip ku
Aku welasno kangmas    aku mesakno aku
Aku nangis, nganti metu eluh getih putih
Sayang
Opo kowe krungu, jerit e ati ku
Mengharap engkau kembali
Sayang
Nganti memutih rambut ku
Ra bakal luntur tresno ku
Hari demi hari uwes tak lewati
Yen pancen dalane kudu kuat ati
Ibarate sego uwes dadi bubur
Nanging tresno iki ora bakal luntur
Sak tenane aku iki pancen tresno awakmu
Ora ono liyane sing isoh dadi pengantimu
Wes kanggo awak mu seng cocok neng ati ku
Nganti rambutku putih ati mu ra bakal krungu
Meh sambat kaleh sinten nyen sampun mekaten
Merana urip ku
Aku welasno kangmas    aku mesakno aku
Aku nangis, nganti metu eluh getih putih
Sayang opo krungu tangis e ati ku
Mengharap koe bali nang jero ati iki
Nganti rambutku putih  tangis eloh dadi getih
Mbok yo gek ndang bali nglakoni tresno suci
Aku marang sliramu jero ning ati
Aku ra isoh ngapusi sak tenan e neng ati
Mung kango sliramu
Cinta mu tetap abadi
Selamanya sampai akhir hayat ini
Meh sambat kaleh sinten nyen sampun mekaten
Merana urip ku
Aku welasno kangmas    aku mesakno aku
Aku nangis, nganti metu eluh getih putih
Percoyo opo pemujamu
Cintamu tetap abadi"
Muara,Adera,46,"Kau adalah puisi hati
Di kala rindu tak bertepi
Ku ingin kau ada
Saat ku membuka mata
Hingga ku menutupnya kembali
Kau sirnakan kabut kelabu
Di savana pencarianku
Bagai embun pagi
Kau lepaskan dahaga kemarau hati
Kau lah lukisan pagi yang ku gambar untuk senjaku
Kau lah selaksa bunga yang warnai musim semiku
Di kala hati ini gundah
Kau membuatnya menjadi cerah
Kau lah matahari ku dan kau lah samudera
Tempat hati ku bermuara
Kau jawaban dari doa ku
Yang akhiri penantian ku
Bagai bintang jatuh
Kau hadirkan harapan
Di dalam hati"
Rela Demi Cinta,Thomas Arya,46,"Perih rasa hati tersiksa
Memendam rindu padamu aku merana
Teramat sukar tuk melupakan
Bayangan kasih mu cinta ku
Sampai kapan dapat ku tahan
Terlanjur besar cinta dan impian
Harapan hidup bersama mu
Mungkinkah kan nyata
Angin bisikkan padanya
Kasih dan sayang untuk cintanya
Walapun terbentang jarak diantara kita
Ku rela demi cinta ku setia menerima
Biarpun walau hanya sekedar lewat maya
Semoga impian cinta kita jadi nyata
Perih rasa hati tersiksa
Memendam rindu padamu aku merana
Teramat sukar tuk melupakan
Bayangan kasih mu cinta ku
Sampai kapan dapat ku tahan
Terlanjur besar cinta dan impian
Harapan hidup bersama mu
Mungkinkah kan nyata
Angin bisikkan padanya
Kasih dan sayang untuk cintanya
Walapun terbentang jarak diantara kita
Ku rela demi cinta ku setia menerima
Biarpun walau hanya sekedar lewat maya
Semoga impian cinta kita jadi nyata
Walapun terbentang jarak diantara kita
Ku rela demi cinta ku setia menerima
Biarpun walau hanya sekedar lewat maya
Semoga impian cinta kita jadi nyata"
Cidro,Didi Kempot,45,"Wis sakmestine ati iki nelongso
Wong seng tak tresnani mblenjani janji
Opo ora eling naliko semono
Kebak kembang wangi jroning dodo
Kepiye maneh iki pancen nasibku
Kudu nandang loro kaya mengkene
Remok ati iki yen eling janjine
Ora ngiro jebulmu lamis wae
Gek opo salah awakku iki
Kowe nganti tego mblenjani janji
Opo mergo kahanan uripku iki
Mlerat bondo seje karo uripmu
Aku nelongso mergo kebacut tresno
Ora ngiro seikine cidro
Kepiye maneh iki pancen nasibku
Kudu nandang loro kaya mengkene
Remok ati iki yen eling janjine
Ora ngiro jebulmu lamis wae
Gek opo salah awakku iki
Kowe nganti tego mblenjani janji
Opo mergo kahanan uripku iki
Mlerat bondo seje karo uripmu
Aku nelongso mergo kebacut tresno
Ora ngiro seikine cidro"
