track,artist,popularity,lyrics,sentiment,lyrics_clean
penjaga hati,Nadhif Basalamah,72,"Tak sadar ku temukan
Temukan wanita rupawan
Yang sadarkan
Dia seorang
Tiada lain tiada bukan
Hanya dia
Dia buatku nyaman
Dalam hangat pelukan
Dia perasa
Yang mengerti yang kurasa
Hanya dia
Kan ku arungi tujuh laut samudra
Kan ku daki pegunungan himalaya
Apapun kan ku lakukan tuk dirimu sayang
Oh penjaga hatiku
Kau dan aku sempurna
Semoga ada cara tuk terus bersama
Selalu ku tunggu
Tak mau berlalu
Kau dan aku
Kan ku arungi tujuh laut samudra
Kan ku daki pegunungan himalaya
Apapun kan ku lakukan tuk dirimu sayang
Oh penjaga hatiku
Karna bersamamu semua terasa indah
Gundah gulana hatiku pun hancur sirna
Janji ku tak kan ku lepas wahai kau bidadariku dari surga
Tuk selamanya
Tuk selamanya",sangat populer,tak sadar ku temukan temukan wanita rupawan yang sadarkan dia seorang tiada lain tiada bukan hanya dia dia buatku nyaman dalam hangat pelukan dia perasa yang mengerti yang kurasa hanya dia kan ku arungi tujuh laut samudra kan ku daki pegunungan himalaya apapun kan ku lakukan tuk dirimu sayang oh penjaga hatiku kau dan aku sempurna semoga ada cara tuk terus bersama selalu ku tunggu tak mau berlalu kau dan aku kan ku arungi tujuh laut samudra kan ku daki pegunungan himalaya apapun kan ku lakukan tuk dirimu sayang oh penjaga hatiku karna bersamamu semua terasa indah gundah gulana hatiku pun hancur sirna janji ku tak kan ku lepas wahai kau bidadariku dari surga tuk selamanya tuk selamanya
Ambang Pintu,Bernadya,70,"[Verse 1]
Perpisahan yang cukup dingin di awal Januari
Tangisku pecah lihat langkahmu sudah jauh pergi
Lucunya aku masih berharap kau putar balik berlari
Pikirkan semua baik-baik
[Pre-Chorus]
Tak kututup pintu itu
Kubiarkan kau berlalu lalang semaumu
[Chorus]
Di ambang pintu ku menunggu siapa tahu
Kau kembali
Kubuka lebar-lebar tak menutup kesempatan
Mungkin saja kau kembali
[Verse 2]
Bukankah kemarin kau bilang masih ingin bertemu?
Yakinmu penuh kita masih bisa kembali utuh
Entah apa yang buatmu bisa secepat itu menjauh
Sudahkah kau pikir baik-baik?
[Bridge]
Jika ku tak ada
Benarkah tak apa?
Jika tak terbiasa
Kujaga pintu terbuka
[Outro]
Di ambang pintu ku menunggu siapa tahu
Kau kembali
Kubuka lebar-lebar tak menutup kesempatan
Mungkin saja kau kembali",sangat populer,perpisahan yang cukup dingin di awal januari tangisku pecah lihat langkahmu sudah jauh pergi lucunya aku masih berharap kau putar balik berlari pikirkan semua baikbaik tak kututup pintu itu kubiarkan kau berlalu lalang semaumu di ambang pintu ku menunggu siapa tahu kau kembali kubuka lebarlebar tak menutup kesempatan mungkin saja kau kembali bukankah kemarin kau bilang masih ingin bertemu yakinmu penuh kita masih bisa kembali utuh entah apa yang buatmu bisa secepat itu menjauh sudahkah kau pikir baikbaik jika ku tak ada benarkah tak apa jika tak terbiasa kujaga pintu terbuka di ambang pintu ku menunggu siapa tahu kau kembali kubuka lebarlebar tak menutup kesempatan mungkin saja kau kembali
Kita Kubur Sampai Mati,Bernadya,70,"[Verse 1]
Hening, sepanjang perjalanan pulang
Habis, sudah kucurahkan semua
Hari-hari sebelumnya, kamu masih tetap diam
Seperti aku yang gila, memaksamu 'tuk bicara
Hening, sepanjang perjalanan pulang
Lelah, memintamu tetap tinggal
Berharap ku salah dengar, berharap kau salah ucap
Keputusan sudah bulat, jadi aku bisa apa?
[Chorus]
Saat cinta sudah habis
Sisa janji-janji manis
Yang tak akan ditepati
Kita kubur sampai mati
[Verse 2]
Hening, sepanjang perjalanan pulang
Entah lebih dingin mana, hatimu atau penyejuk udara?
Bising, semua berlalu lalang
Berantakan di kepala, berbagai macam suara
Tapi aku bisa apa?
[Chorus]
Saat cinta sudah habis
Sisa janji-janji manis
Yang tak akan ditepati
Kita kubur sampai mati
Harga diri yang terkikis
Terbuang untuk mengemis
Rasa yang takkan kembali
Kita kubur sampai mati
[Guitar Break]
[Chorus]
Saat cinta sudah habis
Sisa janji-janji manis
Yang tak akan ditepati
Kita kubur sampai mati
Harga diri yang terkikis
Terbuang untuk mengemis
Rasa yang takkan kembali
Kita kubur sampai mati",sangat populer,hening sepanjang perjalanan pulang habis sudah kucurahkan semua harihari sebelumnya kamu masih tetap diam seperti aku yang gila memaksamu tuk bicara hening sepanjang perjalanan pulang lelah memintamu tetap tinggal berharap ku salah dengar berharap kau salah ucap keputusan sudah bulat jadi aku bisa apa saat cinta sudah habis sisa janjijanji manis yang tak akan ditepati kita kubur sampai mati hening sepanjang perjalanan pulang entah lebih dingin mana hatimu atau penyejuk udara bising semua berlalu lalang berantakan di kepala berbagai macam suara tapi aku bisa apa saat cinta sudah habis sisa janjijanji manis yang tak akan ditepati kita kubur sampai mati harga diri yang terkikis terbuang untuk mengemis rasa yang takkan kembali kita kubur sampai mati saat cinta sudah habis sisa janjijanji manis yang tak akan ditepati kita kubur sampai mati harga diri yang terkikis terbuang untuk mengemis rasa yang takkan kembali kita kubur sampai mati
Asing,Juicy Luicy,69,"Masihkah ungu muda
Warna langit yang paling engkau suka
Masihkah sering lupa
Dimana letaknya kau simpan kacamata
Tanpa niat kuhafal semua masih saja aku mengingatnya
Dahulu ku mengenalmu paling
Semua tentangmu tertawa denganmu
Mengapa kini berubah asing
Tak saling menyapa lupa ku pernah disana
Masihkah kau yang sama
Gunakan tertawa buat tutupi luka
Lagu yang kau putar tiap hari
Sekarang kunikmati sendiri wo
Dahulu ku mengenalmu paling
Semua tentangmu tertawa denganmu
Mengapa kini berubah asing
Tak saling menyapa lupa ku pernah disana
Kadang kau hadir lagi tapi di mimpi
Sedikit mengobati hati terbangun pagi kau nya tak di sini
Dahulu ku mengenalmu paling
Semua tentangmu tertawa denganmu
Mengapa kini berubah asing
Tak saling menyapa lupa ku pernah disana
Dahulu aku yang paling mengenalmu
Semua kegemaranmu
Mengapa kini berubah asing
Tak saling menyapa
Lupa ku pernah disana
Lupakah kau sebenarnya",sangat populer,masihkah ungu muda warna langit yang paling engkau suka masihkah sering lupa dimana letaknya kau simpan kacamata tanpa niat kuhafal semua masih saja aku mengingatnya dahulu ku mengenalmu paling semua tentangmu tertawa denganmu mengapa kini berubah asing tak saling menyapa lupa ku pernah disana masihkah kau yang sama gunakan tertawa buat tutupi luka lagu yang kau putar tiap hari sekarang kunikmati sendiri wo dahulu ku mengenalmu paling semua tentangmu tertawa denganmu mengapa kini berubah asing tak saling menyapa lupa ku pernah disana kadang kau hadir lagi tapi di mimpi sedikit mengobati hati terbangun pagi kau nya tak di sini dahulu ku mengenalmu paling semua tentangmu tertawa denganmu mengapa kini berubah asing tak saling menyapa lupa ku pernah disana dahulu aku yang paling mengenalmu semua kegemaranmu mengapa kini berubah asing tak saling menyapa lupa ku pernah disana lupakah kau sebenarnya
Jiwa Yang Bersedih,Ghea Indrawari,67,"Ghea Indrawawri kembali membuai para pecinta musik Tanah Air lewat suara emasnya lewat lagu 'Jiwa Yang Bersedih'. Lagu ini menceritakan tentang perjalanan seseorang dalam menjalani kehidupan. Liriknya begitu mendalam dan penuh makna. Simak selengkapnya di bawah ini..
Ta da ta da
Kemarilah
Singgah dulu sebentar
Perjalananmu jauh
Tak ada tempat berteduh
Menangislah
Kan kau juga manusia
Mana ada yang bisa
Berlarut-larut
Berpura-pura sempurna
Sampaikan pada jiwa yang bersedih
Begitu dingin dunia yang kau huni
Jika tak ada tempatmu kembali
Bawa lukamu biar aku obati
Tidak kah letih kakimu berlari
Ada hal yang tak mereka mengerti
Beri waktu tuk bersandar sebentar
Selama ini kau hebat
Hanya kau tak didengar
Ho oh
Menangislah
Kan kau juga manusia
Mana ada yang bisa
Berlarut-larut
Berpura-pura sempurna
Sampaikan pada jiwa yang bersedih
Begitu dingin dunia yang kau huni
Jika tak ada tempatmu kembali
Bawa lukamu biar aku obati
Tidak kah letih kakimu berlari
Ada hal yang tak mereka mengerti
Beri waktu tuk bersandar sebentar
Selama ini kau hebat
Hanya kau tak didengar
Uh uh
Oh oh
Sampaikan pada jiwa yang bersedih
Begitu dingin dunia yang kau huni
Jika tak ada tempatmu kembali
Bawa lukamu biar aku obati
Tidak kah letih kakimu berlari
Ada hal yang tak mereka mengerti
Beri waktu tuk bersandar sebentar
Selama ini kau hebat
Hanya kau tak didengar ah
Tak didengar
Tidak kah letih kakimu berlari
Ada hal yang tak mereka mengerti
Beri waktu tuk bersandar sebentar
Selama ini kau hebat
Hanya kau tak didengar
Selama ini kau hebat
Kau pasti kan didengar",sangat populer,ghea indrawawri kembali membuai para pecinta musik tanah air lewat suara emasnya lewat lagu jiwa yang bersedih lagu ini menceritakan tentang perjalanan seseorang dalam menjalani kehidupan liriknya begitu mendalam dan penuh makna simak selengkapnya di bawah ini ta da ta da kemarilah singgah dulu sebentar perjalananmu jauh tak ada tempat berteduh menangislah kan kau juga manusia mana ada yang bisa berlarutlarut berpurapura sempurna sampaikan pada jiwa yang bersedih begitu dingin dunia yang kau huni jika tak ada tempatmu kembali bawa lukamu biar aku obati tidak kah letih kakimu berlari ada hal yang tak mereka mengerti beri waktu tuk bersandar sebentar selama ini kau hebat hanya kau tak didengar ho oh menangislah kan kau juga manusia mana ada yang bisa berlarutlarut berpurapura sempurna sampaikan pada jiwa yang bersedih begitu dingin dunia yang kau huni jika tak ada tempatmu kembali bawa lukamu biar aku obati tidak kah letih kakimu berlari ada hal yang tak mereka mengerti beri waktu tuk bersandar sebentar selama ini kau hebat hanya kau tak didengar uh uh oh oh sampaikan pada jiwa yang bersedih begitu dingin dunia yang kau huni jika tak ada tempatmu kembali bawa lukamu biar aku obati tidak kah letih kakimu berlari ada hal yang tak mereka mengerti beri waktu tuk bersandar sebentar selama ini kau hebat hanya kau tak didengar ah tak didengar tidak kah letih kakimu berlari ada hal yang tak mereka mengerti beri waktu tuk bersandar sebentar selama ini kau hebat hanya kau tak didengar selama ini kau hebat kau pasti kan didengar
Sayangnya,Juicy Luicy,66,"Malam lebih dingin dari biasa
Apa mungkin karena ku belum dapat terima
Kata kau utarakan berbeda
Dengan laju kapalku yang mengarah tenggara
Tak lagi wajib kabari
Bukan bagianku lagi
Hidup sendiri-sendiri
Sayangnya semua tak berjalan
Sedangkan bertahan bukan suatu pilihan
Sayangnya kita hanya bisa mengenang
Menikmati hujan, lebih indah dari kenyataan
Oh kata kau utarakan berbeda
Dengan laju kapalku yang mengarah tenggara (huuu~~)
Tak lagi wajib kabari
Bukan bagianku lagi
Hidup sendiri-sendiri
Sayangnya semua tak berjalan
Sedangkan bertahan bukan satu pilihan
Sayangnya kita hanya bisa mengenang
Menikmati hujan, lebih indah dari kenyataan
(huuu~~)
Tak lagi wajib kabari
Hidup sendiri-sendiri
Sayangnya semua tak berjalan
Sedangkan bertahan bukan satu pilihan
Sayangnya kita hanya bisa mengenang
Menikmati hujan, lebih indah dari kenyataan
(Sayangnya semua tak berjalan) nananananana~
(Sedangkan bertahan bukan satu pilihan)
Sayangnya kita hanya bisa.. bisa mengenang (huuu~~)
Menikmati hujan, lebih indah dari kenyataan",sangat populer,malam lebih dingin dari biasa apa mungkin karena ku belum dapat terima kata kau utarakan berbeda dengan laju kapalku yang mengarah tenggara tak lagi wajib kabari bukan bagianku lagi hidup sendirisendiri sayangnya semua tak berjalan sedangkan bertahan bukan suatu pilihan sayangnya kita hanya bisa mengenang menikmati hujan lebih indah dari kenyataan oh kata kau utarakan berbeda dengan laju kapalku yang mengarah tenggara huuu tak lagi wajib kabari bukan bagianku lagi hidup sendirisendiri sayangnya semua tak berjalan sedangkan bertahan bukan satu pilihan sayangnya kita hanya bisa mengenang menikmati hujan lebih indah dari kenyataan huuu tak lagi wajib kabari hidup sendirisendiri sayangnya semua tak berjalan sedangkan bertahan bukan satu pilihan sayangnya kita hanya bisa mengenang menikmati hujan lebih indah dari kenyataan sayangnya semua tak berjalan nananananana sedangkan bertahan bukan satu pilihan sayangnya kita hanya bisa bisa mengenang huuu menikmati hujan lebih indah dari kenyataan
Bukan Untukku,Tiara Andini,61,"Tak ku sesali cintaku untukmu
Meskipun dirimu ternyata untukku
Sejak pertama kau mengisi hari-hariku
Aku tak meragu mengapa harus dirimu
Aku takkan bertahan bila tak teryakinkan
Sesungguhnya cintaku memang hanya untukmu
Sungguh ku tak menahan bila jalan suratan
Menuliskan dirimu memang bukan untukku selamanya
Ooh
Kadang aku lelah menantimu
Pastikan cinta untukku ooh
Aku takkan bertahan bila tak teryakinkan
Sesungguhnya cintaku memang hanya untukmu
Sungguh ku tak menahan bila jalan suratan
Menuliskan dirimu memang bukan untukku
Selamanya
Ooh
Aku takkan bertahan bila tak teryakinkan
Sesungguhnya cintaku memang hanya untukmu
Sungguh ku tak menahan bila jalan suratan
Menuliskan dirimu
Oh menuliskan dirimu
Memang bukan untukku
Selamanya",sangat populer,tak ku sesali cintaku untukmu meskipun dirimu ternyata untukku sejak pertama kau mengisi harihariku aku tak meragu mengapa harus dirimu aku takkan bertahan bila tak teryakinkan sesungguhnya cintaku memang hanya untukmu sungguh ku tak menahan bila jalan suratan menuliskan dirimu memang bukan untukku selamanya ooh kadang aku lelah menantimu pastikan cinta untukku ooh aku takkan bertahan bila tak teryakinkan sesungguhnya cintaku memang hanya untukmu sungguh ku tak menahan bila jalan suratan menuliskan dirimu memang bukan untukku selamanya ooh aku takkan bertahan bila tak teryakinkan sesungguhnya cintaku memang hanya untukmu sungguh ku tak menahan bila jalan suratan menuliskan dirimu oh menuliskan dirimu memang bukan untukku selamanya
Piwales Tresno,NDX A.K.A.,65,"Koe tau ono ning atiku
Koe mbiyen ngancani uripku
Saikine koe lungo ninggal janji palsu
Opo iki piwales tresnamu
Ngukir cidro neng njero batinku
Ngopo tego dolanan atiku sak penakmu
Jancuk
Koe malah minggat ro liyane
Ajur atiku sak kabehe
Frustasi sing tak rasakke
Sungguh terlalu dalam
Depresi tak tanggung dewe
Ku menangis dalam diam
Tega kau tusukkan belati di hatiku
Ternyata cinta tak semanis cangkemu
Utekku wes overthinking karo koe
Nanti overheat ndase umep njeblok rasane
Ngodhe Wae
Jroning ati pancen tresno marang nimas
Nanging aku ra biso mbaleni kabeh crito
Koe tau ono ning atiku
Koe mbiyen ngancani uripku
Saikine koe lungo ninggal janji palsu
Opo iki piwales tresnamu
Ngukir cidro neng njero batinku
Ngopo tego dolanan atiku sak penakmu
Stroke, stres semenjak kau tinggal pergi
Psikolog, angkat tangan ra mampu ngobati
Semua yang ku inginkan sekejap lenyap menghilang
Ku sangka ku pilihan ternyata pelarian
Udan deres campur eluhku nyekseni
Yen koe bahagia aku milih mati
Dadi ngeblank tok rusak cintaku ini
Mlaku sing ngati ati karma sing ngeksekusi
Gapi
Jroning ati pancen tresno marang nimas
Nanging aku ra biso, mbaleni kabeh crito
Lupakan saja cerita tentang kita
Sekarang aku lebih bahagia dengan dia
Mas sepurane yen aku milih dee
Lalekno aku cukup tekan semene
Koe tau ono ning atiku
Koe mbiyen ngancani uripku
Saikine koe lungo ninggal janji palsu
Opo iki piwales tresnamu
Ngukir cidro neng njero batinku
Ngopo tego dolanan atiku sak penakmu
Koe tau ono ning atiku
Koe mbiyen ngancani uripku
Saikine koe lungo ninggal janji palsu
Opo iki piwales tresnamu
Ngukir cidro neng njero batinku
Ngopo tego dolanan atiku
Sak penakmu
Mas sepurane
Lalekno aku cukup tekan semene",sangat populer,koe tau ono ning atiku koe mbiyen ngancani uripku saikine koe lungo ninggal janji palsu opo iki piwales tresnamu ngukir cidro neng njero batinku ngopo tego dolanan atiku sak penakmu jancuk koe malah minggat ro liyane ajur atiku sak kabehe frustasi sing tak rasakke sungguh terlalu dalam depresi tak tanggung dewe ku menangis dalam diam tega kau tusukkan belati di hatiku ternyata cinta tak semanis cangkemu utekku wes overthinking karo koe nanti overheat ndase umep njeblok rasane ngodhe wae jroning ati pancen tresno marang nimas nanging aku ra biso mbaleni kabeh crito koe tau ono ning atiku koe mbiyen ngancani uripku saikine koe lungo ninggal janji palsu opo iki piwales tresnamu ngukir cidro neng njero batinku ngopo tego dolanan atiku sak penakmu stroke stres semenjak kau tinggal pergi psikolog angkat tangan ra mampu ngobati semua yang ku inginkan sekejap lenyap menghilang ku sangka ku pilihan ternyata pelarian udan deres campur eluhku nyekseni yen koe bahagia aku milih mati dadi ngeblank tok rusak cintaku ini mlaku sing ngati ati karma sing ngeksekusi gapi jroning ati pancen tresno marang nimas nanging aku ra biso mbaleni kabeh crito lupakan saja cerita tentang kita sekarang aku lebih bahagia dengan dia mas sepurane yen aku milih dee lalekno aku cukup tekan semene koe tau ono ning atiku koe mbiyen ngancani uripku saikine koe lungo ninggal janji palsu opo iki piwales tresnamu ngukir cidro neng njero batinku ngopo tego dolanan atiku sak penakmu koe tau ono ning atiku koe mbiyen ngancani uripku saikine koe lungo ninggal janji palsu opo iki piwales tresnamu ngukir cidro neng njero batinku ngopo tego dolanan atiku sak penakmu mas sepurane lalekno aku cukup tekan semene
Gampil,Guyon Waton,63,"Tak gemateni
Ngancani sliramu pas kowe lagi kelara-lara
Disia-siake karo wong sing tau mbok sayangi
Ning sandingku nganti ilang lara ning atimu
Nganti wis ilang laramu
Nganti padhang mendung ning atimu
Padahal aku wis ngerti (aku wis ngerti)
Isa ngancani ra isa nduweni
Mbiyen tak kira gampang
Ngelalekne sliramu ning njero pikiranku
Jebul tekan saiki ning njero atiku
Isih ana kenanganmu
Aku sing menerke atimu
Aku sing mapakne lakumu
Siji-sijine sing ngerti (sing ngerti)
Ora bakal ngelarani
Malah mbok tinggal karo liyane
Nganti wis ilang laramu
Nganti padhang mendung ning atimu
Padahal aku wis ngerti
Isa ngancani ra isa duweni
Mbiyen tak kira gampang
Ngelalekne sliramu ning njero pikiranku
Jebul tekan saiki ning njero atiku
Isih ana kenanganmu
Aku sing menerke atimu
Aku sing mapakne lakumu
Siji-sijine sing ngerti (sing ngerti)
Ora bakal ngelarani
Malah mbok tinggal karo liyane
Siji-sijine sing ngerti (sing ngerti)
Ora bakal ngelarani
Malah mbok tinggal karo liyane",sangat populer,tak gemateni ngancani sliramu pas kowe lagi kelaralara disiasiake karo wong sing tau mbok sayangi ning sandingku nganti ilang lara ning atimu nganti wis ilang laramu nganti padhang mendung ning atimu padahal aku wis ngerti aku wis ngerti isa ngancani ra isa nduweni mbiyen tak kira gampang ngelalekne sliramu ning njero pikiranku jebul tekan saiki ning njero atiku isih ana kenanganmu aku sing menerke atimu aku sing mapakne lakumu sijisijine sing ngerti sing ngerti ora bakal ngelarani malah mbok tinggal karo liyane nganti wis ilang laramu nganti padhang mendung ning atimu padahal aku wis ngerti isa ngancani ra isa duweni mbiyen tak kira gampang ngelalekne sliramu ning njero pikiranku jebul tekan saiki ning njero atiku isih ana kenanganmu aku sing menerke atimu aku sing mapakne lakumu sijisijine sing ngerti sing ngerti ora bakal ngelarani malah mbok tinggal karo liyane sijisijine sing ngerti sing ngerti ora bakal ngelarani malah mbok tinggal karo liyane
Hilang Tanpa Bilang,Meiska,63,"Bukankah kau yang datang kepadaku
Perhatianmu tumbuhkan rasaku
Padahal ku tak pernah meminta padamu
Tapi kau yang lebih dulu
Hadirkan rasa itu
Sekarang kau yang berubah tak tentu
Tiba-tiba kau menjauh dan ragu
Tanpa pernah menjelaskan sesuatu padaku
Hanya diam dan membisu
Bila ada salahku tolong beritahu
Jangan lalu pergi dan menjauh
Kau tawarkan cinta
Kini hilang tanpa bilang
Mungkin mudah bagimu lupakanku
Tapi sulit bagiku tuk hilangkan bayangmu
Ku terlanjur mencintaimu
Sekarang kau yang berubah tak tentu
Tiba-tiba kau menjauh dan ragu
Padahal ku tak pernah meminta padamu
Tapi kau yang lebih dulu
Menghadirkan rasa itu
Bila ada salahku tolong beritahu
Jangan lalu pergi dan menjauh
Kau tawarkan cinta
Kini hilang tanpa bilang
Mungkin mudah bagimu lupakanku
Tapi sulit bagiku tuk hilangkan bayangmu
Ku terlanjur mencintaimu
Andai ku tahu kan sesak ini
Ku takkan mungkin mencintaimu sedalam ini
Sialnya saat kau pergi
Ku terus menanti
Kau yang buatku jatuh hati
Kini hilang tak kembali
Hilang..
Kini kau hilang tanpa bilang
Mungkin mudah bagimu lupakanku
Tapi sulit bagiku tuk hilangkan bayangmu
Ku terlanjur mencintaimu
Andai kita tak pernah bertemu",sangat populer,bukankah kau yang datang kepadaku perhatianmu tumbuhkan rasaku padahal ku tak pernah meminta padamu tapi kau yang lebih dulu hadirkan rasa itu sekarang kau yang berubah tak tentu tibatiba kau menjauh dan ragu tanpa pernah menjelaskan sesuatu padaku hanya diam dan membisu bila ada salahku tolong beritahu jangan lalu pergi dan menjauh kau tawarkan cinta kini hilang tanpa bilang mungkin mudah bagimu lupakanku tapi sulit bagiku tuk hilangkan bayangmu ku terlanjur mencintaimu sekarang kau yang berubah tak tentu tibatiba kau menjauh dan ragu padahal ku tak pernah meminta padamu tapi kau yang lebih dulu menghadirkan rasa itu bila ada salahku tolong beritahu jangan lalu pergi dan menjauh kau tawarkan cinta kini hilang tanpa bilang mungkin mudah bagimu lupakanku tapi sulit bagiku tuk hilangkan bayangmu ku terlanjur mencintaimu andai ku tahu kan sesak ini ku takkan mungkin mencintaimu sedalam ini sialnya saat kau pergi ku terus menanti kau yang buatku jatuh hati kini hilang tak kembali hilang kini kau hilang tanpa bilang mungkin mudah bagimu lupakanku tapi sulit bagiku tuk hilangkan bayangmu ku terlanjur mencintaimu andai kita tak pernah bertemu
Sugeng Dalu,Denny Caknan,47,"Sugeng dalu, ati seng mbiyen tau ngelarani
Wis suwe we ra rene
We lungo mung masalah sepele
We golek liyane
Tambah loro
Yakin we teko nambahi sengsoro
Ngerusak tatanan ati sing wis pengen lali
Karo gedhe duwure balunganmu
Aku wis ora gagas kata luka
Wis cukup wingi, ra pengen baleni
Mario lehmu dolanan ati
Wis wayahe we kapok blenjani
Udan tangise ati, saiki wis rodo terang
Masio isih kadang kelingan
Kowe sing tak sayang-sayang
Saiki mung cerito loro, mpun kadung mbekas ning dodo
Perihe ati sing mbok paringi
Wis cukup ra bakal tak baleni
Aku wis ora gagas kata luka
Wis cukup wingi, ra pengen baleni
Mario lehmu dolanan ati
Wis wayahe we kapok blenjani
Udan tangise ati, saiki wis rodo terang
Masio isih kadang kelingan
Kowe sing tak sayang-sayang
Saiki mung cerito loro, mpun kadung mbekas ning dodo
Perihe ati sing mbok paringi
Wis cukup ra bakal tak baleni
Perihe ati sing mbok paringi
Ora tak baleni
https://www.newshub.id/interactive2/2895",lumayan populer,sugeng dalu ati seng mbiyen tau ngelarani wis suwe we ra rene we lungo mung masalah sepele we golek liyane tambah loro yakin we teko nambahi sengsoro ngerusak tatanan ati sing wis pengen lali karo gedhe duwure balunganmu aku wis ora gagas kata luka wis cukup wingi ra pengen baleni mario lehmu dolanan ati wis wayahe we kapok blenjani udan tangise ati saiki wis rodo terang masio isih kadang kelingan kowe sing tak sayangsayang saiki mung cerito loro mpun kadung mbekas ning dodo perihe ati sing mbok paringi wis cukup ra bakal tak baleni aku wis ora gagas kata luka wis cukup wingi ra pengen baleni mario lehmu dolanan ati wis wayahe we kapok blenjani udan tangise ati saiki wis rodo terang masio isih kadang kelingan kowe sing tak sayangsayang saiki mung cerito loro mpun kadung mbekas ning dodo perihe ati sing mbok paringi wis cukup ra bakal tak baleni perihe ati sing mbok paringi ora tak baleni
Kartonyono Medot Janji,Denny Caknan,39,"Kok kebangeten men
Sambat belas raono perhatian
Jelas kubutuh atimu
Kubutuh awakmu
Kok kebangeten men
Loro ati iki
Tambarno karo tak nggo latihan
Sok nek wes oleh gantimu
Wes ra kajok aku
Mergo wes tau, wes tau jeru
Mbien aku jek betah
Suwe suwe wegah
Nuruti kekarepanmu
Sansoyo bubrah
Mbiyen wes tak wanti-wanti
Ojo ngasi lali
Tapi kenyataanya pergi
Kartonyono ning Ngawi medot janjimu
Ambruk cagak ku nuruti angen angenmu
Sak kabehane wes tak turuti
Tapi malah mblenjani
Budalo malah tak duduhi dalane
Metu kono belok kiri lurus wae
Rasa nyawang sepionmu sing marai ati
Tambah mbebani
Mbien aku jek betah
Suwe suwe wegah
Nuruti kekarepanmu
Sansoyo bubrah
Mbiyen wes tak wanti-wanti
Ojo sampe lali
Tapi kenyataanya pergi
Kartonyono ning Ngawi medot janjimu
Ambruk cagak ku nuruti angen angenmu
Sak kabehane wes tak turuti
Tapi malah mblenjani
Budalo malah tak duduhi dalane
Metu kono belok kiri lurus wae
Rasa nyawang sepionmu sing marai ati
Tambah mbebani
https://www.newshub.id/interactive2/2895",kurang populer,kok kebangeten men sambat belas raono perhatian jelas kubutuh atimu kubutuh awakmu kok kebangeten men loro ati iki tambarno karo tak nggo latihan sok nek wes oleh gantimu wes ra kajok aku mergo wes tau wes tau jeru mbien aku jek betah suwe suwe wegah nuruti kekarepanmu sansoyo bubrah mbiyen wes tak wantiwanti ojo ngasi lali tapi kenyataanya pergi kartonyono ning ngawi medot janjimu ambruk cagak ku nuruti angen angenmu sak kabehane wes tak turuti tapi malah mblenjani budalo malah tak duduhi dalane metu kono belok kiri lurus wae rasa nyawang sepionmu sing marai ati tambah mbebani mbien aku jek betah suwe suwe wegah nuruti kekarepanmu sansoyo bubrah mbiyen wes tak wantiwanti ojo sampe lali tapi kenyataanya pergi kartonyono ning ngawi medot janjimu ambruk cagak ku nuruti angen angenmu sak kabehane wes tak turuti tapi malah mblenjani budalo malah tak duduhi dalane metu kono belok kiri lurus wae rasa nyawang sepionmu sing marai ati tambah mbebani
Los Dol,Denny Caknan,10,"Los dol ndang lanjut leh mu Whatsapp an
Cek paket datane, yen entek tak tukokne
Tenan dik elingo yen mantan nakokno
Kabarmu tandane..
Iku ora rindu
Nanging kangen kringet bareng awakmu
Tak gawe los dol blas aku ra rewel
Nyanding sliramu sing angel disetel
Tutuk-tutukno chatingan karo wong liyo
Rapopo, aku ra gelo
Kok tutup-tutupi, nomere mbok ganti
Firasat ati angel diapusi
Senajan mbok ganti tukang las, bakul sayur lan tukang gas
Titeni, bakale ngerti
(Reff)
Los dol ndang lanjut leh mu Whatsapp an
Cek paket datane, yen entek tak tukokne
Tenan dik elingo yen mantan nakokno
Kabarmu tandane
Iku ora rindu
Nanging kangen kringet bareng awakmu
Kok tutup-tutupi, nomere mbok ganti
Firasat ati angel diapusi
Senajan mbok ganti tukang las, bakul sayur lan tukang gas
Titeni, bakale ngerti
Los dol ndang lanjut leh mu Whatsapp an
Cek paket datane, yen entek tak tukokne
Tenan dik elingo yen mantan nakokno
Kabarmu tandane
Iku ora rindu
Nanging kangen kringet bareng awakmu
https://www.newshub.id/interactive2/2895",kurang populer,los dol ndang lanjut leh mu whatsapp an cek paket datane yen entek tak tukokne tenan dik elingo yen mantan nakokno kabarmu tandane iku ora rindu nanging kangen kringet bareng awakmu tak gawe los dol blas aku ra rewel nyanding sliramu sing angel disetel tutuktutukno chatingan karo wong liyo rapopo aku ra gelo kok tutuptutupi nomere mbok ganti firasat ati angel diapusi senajan mbok ganti tukang las bakul sayur lan tukang gas titeni bakale ngerti reff los dol ndang lanjut leh mu whatsapp an cek paket datane yen entek tak tukokne tenan dik elingo yen mantan nakokno kabarmu tandane iku ora rindu nanging kangen kringet bareng awakmu kok tutuptutupi nomere mbok ganti firasat ati angel diapusi senajan mbok ganti tukang las bakul sayur lan tukang gas titeni bakale ngerti los dol ndang lanjut leh mu whatsapp an cek paket datane yen entek tak tukokne tenan dik elingo yen mantan nakokno kabarmu tandane iku ora rindu nanging kangen kringet bareng awakmu
